Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1936,9535,0,75,926,926,678,1604,472,100,82,520000
1937,15038,0,778,916,916,720,1636,386,168,84,460000
1938,14137,0,898,1348,1384,0,1384,404,0,39,438924
1939,6264,0,1008,1664,1682,0,1682,528,0,0,315000
1940,5070,0,1280,1280,1280,0,1280,506,0,82,590000
1941,11184,0,932,932,932,701,1633,460,0,39,378500
1942,14067,194,332,836,851,858,1709,416,0,40,328500
1943,5950,0,1018,1337,1337,0,1337,462,0,73,849950
1944,13543,130,1152,1168,1168,1332,2500,683,192,32,525000
1945,15401,296,547,1884,1884,0,1884,670,214,76,1385000
1946,31220,0,1632,1632,1474,0,1474,495,0,0,295000
1947,8118,178,676,1710,1710,0,1710,557,156,48,1067000
1948,47280,44,1488,1488,1488,0,1488,738,0,0,207950
1949,12680,102,692,1675,1688,0,1688,528,0,48,699900
1950,10825,174,513,1260,1260,0,1260,598,152,0,1280000
1951,18559,383,656,2048,2064,0,2064,550,200,0,452000
1952,14450,194,469,1782,1782,0,1782,551,467,0,370000
1953,13068,621,273,1211,1211,0,1211,461,0,0,232000
1954,10400,280,738,738,1277,767,2044,489,28,73,669950
1955,9743,0,440,720,720,588,1308,484,0,0,397500
1956,12511,168,432,1420,1420,1420,2840,1314,0,16,490000
1957,10400,120,1444,1444,1444,0,1444,473,0,24,725000
1958,14311,402,213,1236,1236,1104,2340,787,192,180,299000
1959,9000,0,896,896,896,896,1792,480,0,45,625000
1960,10295,72,684,936,936,0,936,288,16,0,437500
1961,7560,0,132,864,864,0,864,576,0,0,650000
1962,1680,359,25,483,483,504,987,264,52,0,475000
1963,1890,422,0,483,483,504,987,352,411,0,342000
1964,1680,356,280,630,630,672,1302,264,0,0,1197350
1965,2308,0,275,855,855,601,1456,460,0,0,280000
1966,2529,0,677,1055,1055,0,1055,440,0,38,240000
1967,12704,302,570,1582,1582,0,1582,905,209,95,529000
1968,13693,554,195,2418,2464,0,2464,650,358,78,442000
1969,14418,480,575,1950,1950,0,1950,706,156,207,615000
1970,13418,270,430,1850,1850,898,2748,850,212,182,1485000
1971,12539,468,538,1620,1632,1158,2790,1150,30,200,585000
1972,12151,368,165,1414,1414,917,2331,1003,192,63,480000
1973,8899,108,908,948,948,1140,2088,656,100,24,1095000
1974,10574,126,292,1148,1170,1162,2332,756,224,142,290000
1975,12720,680,278,2535,2470,0,2470,789,154,65,615000
1976,10845,504,454,1603,1575,0,1575,732,216,28,300000
1977,16900,1110,404,1479,1515,1134,2649,746,0,60,308000
1978,16451,221,1765,1765,1804,886,2690,795,268,58,750000
1979,10110,492,1486,1858,1866,0,1866,870,0,48,2250000
1980,12304,144,1347,1367,1367,0,1367,484,0,33,890000
1981,8232,714,596,1800,1800,0,1800,944,210,0,288000
1982,6240,176,496,1342,1342,0,1342,550,0,35,190000
1983,6240,196,1318,1342,1342,0,1342,550,0,35,515000
1984,2448,106,764,764,764,862,1626,474,0,27,235000
1985,3940,143,342,1415,1455,0,1455,644,156,20,275000
1986,3940,24,306,1393,1576,0,1576,668,143,20,727500
1987,3710,20,1146,1146,1246,0,1246,428,100,24,650000
1988,9024,0,789,789,813,702,1515,393,0,75,1600000
1989,8010,0,840,840,840,880,1720,400,138,48,365000
1990,8396,196,847,847,847,1139,1986,434,120,48,662000
1991,7301,176,474,1350,1358,0,1358,484,192,26,270500
1992,8220,647,438,982,1008,884,1892,431,108,0,200000
1993,7750,,707,707,707,707,1414,403,100,35,970000
1994,12460,0,167,1037,1037,1285,2322,400,144,44,160000
1995,8390,0,831,831,873,778,1651,450,0,103,204000
1996,9660,1290,1173,1173,1182,1017,2199,516,0,131,358000
1997,11000,295,1519,1519,1533,639,2172,687,162,153,452000
1998,11675,495,322,1982,2006,0,2006,938,144,33,595000
1999,10990,0,213,1064,1064,1061,2125,576,168,0,249000
2000,11929,466,1242,1242,1251,1250,2501,751,192,87,346900
2001,10010,320,0,1080,1108,1089,2197,783,385,99,2125000
2002,13253,128,482,1578,1578,0,1578,642,0,26,280000
2003,9801,156,1341,1341,1341,520,1861,851,144,60,318888
2004,9428,310,226,955,955,919,1874,880,168,108,530000
2005,10037,,794,1460,1460,0,1460,480,0,20,375000
2006,8640,0,1339,1363,1372,0,1372,588,192,113,910000
2007,10625,292,1660,1660,1660,0,1660,660,133,120,782000
2008,7500,210,316,1218,1218,0,1218,462,168,168,259950
2009,10110,0,200,835,835,861,1696,542,143,66,315000
2010,12774,95,835,835,835,828,1663,478,168,68,215000
2011,13072,126,1095,1175,1175,0,1175,0,0,90,705000
2012,9260,0,1162,1162,1162,0,1162,483,0,32,1450000
2013,8453,38,392,754,754,855,1609,525,0,70,451000
2014,8480,120,284,886,886,794,1680,474,144,96,261000
2015,14565,145,295,832,832,825,1657,483,144,74,396000
2016,8450,0,355,827,827,850,1677,627,0,68,725000
2017,8285,0,439,836,844,893,1737,506,192,85,1950000
2018,9100,0,132,984,984,0,984,384,145,56,238000
2019,8100,0,100,864,864,0,864,420,132,0,750000
2020,8450,0,0,890,890,0,890,308,0,0,331500
2021,6360,0,375,864,864,0,864,276,0,0,460000
2022,19508,144,630,1430,1430,0,1430,484,117,108,404950
2023,10759,0,0,1001,1001,640,1641,490,0,0,880000
2024,9205,304,226,930,1364,1319,2683,473,237,251,863000
2025,11025,568,1328,1848,1827,959,2786,636,294,49,638700
2026,3435,0,1211,1235,1245,0,1245,495,0,100,435000
2027,3180,0,210,600,600,600,1200,480,0,166,260000
2028,3180,0,689,689,703,689,1392,540,0,102,671500
2029,2280,216,194,744,757,792,1549,440,0,32,610000
2030,4765,260,587,1614,1638,0,1638,495,230,68,405000
2031,4538,179,306,1310,1310,0,1310,545,277,45,338900
2032,4385,0,455,1419,1419,0,1419,588,155,58,720000
2033,4109,260,416,1557,1557,0,1557,484,124,113,442000
2034,2160,216,72,672,684,720,1404,462,20,0,650000
2035,10646,513,177,858,872,917,1789,546,0,0,263500
2036,2645,466,348,960,962,624,1586,480,169,0,300000
2037,2645,456,147,960,962,645,1607,480,169,0,266000
2038,3951,0,0,970,1469,924,2393,846,0,90,930000
2039,11064,0,0,1230,1239,0,1239,477,172,24,530000
2040,24572,1050,584,994,1599,1345,2944,864,140,70,180000
2041,16280,0,0,1426,1671,0,1671,550,280,90,619000
2042,7500,,952,952,952,860,1812,469,144,112,264000
2043,11104,0,599,1427,1427,0,1427,516,0,0,730000
2044,11050,0,1439,1740,1740,0,1740,512,25,0,439000
2045,15387,0,723,1620,1620,0,1620,578,0,62,268500
2046,9750,0,1625,1625,1625,0,1625,484,0,0,330000
2047,8814,0,0,732,732,732,1464,470,0,40,640000
2048,8125,0,196,912,925,0,925,576,233,0,900000
2049,11072,0,1728,1728,1728,0,1728,576,0,0,370000
2050,13355,0,242,825,845,825,1670,464,0,0,685000
2051,7785,0,0,0,1014,0,1014,267,0,0,505000
2052,9900,0,1114,1114,1114,0,1114,451,0,0,265000
2053,11332,0,590,1118,1118,0,1118,264,290,0,290000
2054,4882,0,228,348,453,453,906,231,0,0,296000
2055,9600,203,638,1296,1496,0,1496,450,0,22,360000
2056,9600,0,232,572,1337,0,1337,264,0,192,240500
2057,7584,88,505,1036,1036,0,1036,312,120,24,372500
2058,14670,410,529,1104,1104,884,1988,480,0,230,595000
2059,8856,143,503,1176,1176,0,1176,292,0,88,515000
2060,9840,0,195,1248,1440,0,1440,480,150,0,1220000
2061,13200,187,437,1395,1570,0,1570,441,490,0,507000
2062,10425,0,330,1104,1104,0,1104,384,0,0,399950
2063,11556,52,572,720,882,0,882,240,0,0,185000
2064,9373,84,456,1152,1152,0,1152,636,0,0,460000
2065,12774,0,232,984,950,0,950,400,0,32,435500
2066,14250,360,998,998,1790,0,1790,540,0,40,469000
2067,8838,0,0,0,1764,0,1764,301,0,72,531000
2068,12436,0,1824,1824,1824,0,1824,484,0,0,443500
2069,10122,0,0,0,869,0,869,390,0,0,223000
2070,7506,0,747,747,747,412,1159,288,84,0,590000
2071,5400,0,672,672,672,0,672,308,88,108,340000
2072,10836,0,892,892,1254,182,1436,1488,0,0,650000
2073,10180,0,168,912,1044,0,1044,372,200,48,533600
2074,11355,125,675,1312,1312,0,1312,495,0,304,695000
2075,12929,276,384,1081,1081,0,1081,401,36,82,242000
2076,7200,0,444,876,876,0,876,576,0,0,425000
2077,8000,0,292,1256,1256,0,1256,311,0,240,525000
2078,8000,0,188,1027,1027,0,1027,299,0,0,485000
2079,8064,0,453,768,819,501,1320,576,108,0,175000
2080,6390,0,936,936,984,0,984,280,0,0,210000
2081,7200,0,181,854,854,424,1278,240,0,0,260000
2082,8513,0,1800,1800,1800,0,1800,0,0,0,577000
2083,7200,0,398,768,1024,564,1588,480,0,0,200000
2084,7200,0,825,825,825,0,825,350,0,0,605000
2085,7590,0,1117,1117,1117,0,1117,264,0,0,325000
2086,9836,0,96,192,1133,0,1133,308,0,175,289500
2087,9184,0,780,780,948,375,1323,400,0,0,559950
2088,4800,0,680,680,680,680,1360,330,192,50,1042500
2089,4800,0,672,672,672,0,672,256,0,0,543500
2090,6000,0,728,728,728,728,1456,308,0,0,480000
2091,11426,0,828,828,828,658,1594,0,0,172,218000
2092,7628,0,801,801,1095,561,1656,440,187,0,565000
2093,7308,0,576,936,960,780,1740,225,0,0,426700
2094,5400,0,931,931,1027,0,1027,0,0,28,650000
2095,10800,0,294,884,884,552,1436,828,0,0,542000
2096,6756,0,481,481,899,0,899,200,0,0,415000
2097,5914,0,684,684,684,396,1080,0,0,165,214000
2098,9000,0,459,904,904,595,1499,869,0,20,245000
2099,7311,0,407,407,407,0,407,297,76,0,314500
2100,12205,0,448,448,1588,0,1588,0,0,0,1120000
2101,9142,0,797,797,830,797,1627,420,192,0,378000
2102,5350,0,508,624,730,720,1450,288,0,192,305000
2103,9143,0,346,346,709,308,1017,308,0,0,595000
2104,9600,0,739,973,1377,973,2350,393,0,0,729500
2105,6000,0,572,572,884,656,1540,0,240,77,430000
2106,11340,0,723,723,723,363,1086,400,0,24,240000
2107,10800,0,1313,1313,1313,1182,2495,342,0,299,545000
2108,9750,164,784,984,984,0,984,308,0,0,530000
2109,8516,0,869,869,1093,0,1093,308,0,0,157000
2110,7111,0,329,1008,1143,0,1143,288,265,0,425000
2111,7425,0,672,672,1195,473,1668,252,210,0,220000
2112,7010,0,849,1024,1144,594,1738,240,0,30,521000
2113,5000,0,72,672,832,378,1210,240,0,0,325000
2114,5870,0,554,554,736,554,1290,200,38,112,597500
2115,6000,0,460,981,1014,658,1672,240,0,11,337000
2116,6000,0,949,949,949,0,949,370,0,0,1000000
2117,6000,0,462,825,825,672,1497,672,272,0,3070000
2118,6000,0,475,739,874,468,1342,240,0,0,495000
2119,5000,0,992,992,1013,0,1013,160,0,0,748000
2120,5520,0,497,565,565,651,1216,355,0,0,888000
2121,5940,0,,,896,0,896,280,0,0,269900
2122,6240,0,624,704,624,512,1136,336,0,365,496500
2123,6120,0,0,0,808,0,808,164,0,48,475000
2124,6240,0,449,989,1245,764,2009,400,0,20,312000
2125,6120,0,897,1100,1226,676,1902,576,0,139,323000
2126,9144,0,810,810,1170,546,1716,672,0,195,331000
2127,8094,0,1046,1242,1242,742,1984,360,64,0,306000
2128,4347,0,796,796,825,784,1609,228,0,182,655000
2129,6291,0,768,768,768,0,768,440,0,0,290000
2130,10266,0,396,768,768,768,1536,308,0,216,1250000
2131,6876,0,1272,1272,1272,0,1969,400,0,34,460000
2132,10320,0,880,880,880,428,1308,400,0,0,435000
2133,7200,0,1040,1040,1040,0,1040,320,0,132,664000
2134,7006,0,647,768,788,448,1236,384,0,0,865000
2135,10320,0,451,451,759,0,759,576,40,0,385000
2136,10320,0,536,536,808,536,1344,0,42,0,497000
2137,9488,0,1046,1046,1054,0,1054,240,0,60,280000
2138,11235,0,197,981,1075,0,1075,440,64,0,188000
2139,13014,39,480,1008,1096,0,1096,484,168,0,478500
2140,10265,0,234,992,992,0,992,294,204,0,1145000
2141,7703,40,0,450,1034,0,1034,504,311,0,222000
2142,9981,340,852,1073,1073,0,1073,270,0,90,799000
2143,7400,0,0,1060,1126,0,1126,506,178,0,609900
2144,12900,0,0,1300,1140,0,1140,400,0,0,413000
2145,9239,0,326,960,960,0,960,300,168,0,400000
2146,14175,0,212,988,1188,0,1188,621,102,89,802541
2147,10532,275,0,988,1721,0,1721,626,50,84,320000
2148,8375,0,240,576,864,486,1350,627,0,0,507000
2149,10200,0,160,864,904,0,904,912,143,0,387500
2150,20270,0,925,1524,1524,0,1524,478,140,0,396000
2151,5190,0,570,570,617,462,1079,249,135,0,373000
2152,19550,0,545,1580,1518,0,1518,0,0,39,1484900
2153,9571,0,639,1509,1509,0,1509,322,158,0,359900
2154,9350,0,0,864,864,0,864,0,0,0,410000
2155,9360,216,297,621,621,648,1269,280,0,236,690000
2156,9771,190,298,1077,1093,1721,2814,614,48,32,245000
2157,9938,251,331,1602,1626,0,1626,534,424,40,700000
2158,14171,0,457,812,1101,1099,2200,453,168,98,268000
2159,10541,0,672,672,1302,735,2037,472,100,33,225000
2160,10616,0,628,628,628,728,1356,484,100,24,980000
2161,9345,156,1615,1615,1615,0,1615,864,168,30,795000
2162,11778,554,186,2271,2276,0,2276,1348,0,0,195000
2163,11778,402,598,1751,1766,0,1766,874,216,36,480000
2164,11454,302,631,1401,1511,0,1511,811,168,42,485000
2165,11500,0,197,1182,1643,0,1643,438,339,0,130000
2166,9750,0,268,990,990,0,990,528,168,0,325000
2167,8696,150,110,1418,1418,0,1418,558,208,110,440000
2168,13142,128,176,864,872,899,1771,600,0,96,550000
2169,8998,120,255,782,782,870,1652,532,0,70,310000
2170,12192,0,265,928,928,895,1823,626,192,36,530000
2171,12250,180,83,864,1174,0,1174,528,211,0,390000
2172,9216,176,782,1076,1076,0,1076,576,0,0,243000
2173,14330,0,180,864,1558,0,1558,440,140,0,639000
2174,10400,227,1257,1257,1290,871,2161,570,0,84,215000
2175,9720,134,163,1357,1366,581,1947,725,168,116,405000
2176,14860,240,240,1778,1786,0,1786,715,182,35,250000
2177,10905,0,1129,1129,1129,1198,2327,596,0,57,405500
2178,11690,192,850,850,886,878,1764,560,120,29,452000
2179,4426,205,186,848,848,0,848,420,140,0,730000
2180,10126,0,83,1838,1838,0,1838,721,160,67,267000
2181,9750,50,1421,1445,1445,0,1445,470,0,35,289950
2182,11058,212,1508,1564,1564,0,1564,814,0,24,565000
2183,9627,0,1327,1351,1361,0,1361,610,0,50,1578000
2184,9825,0,483,1092,1092,0,1092,264,259,0,636000
2185,12102,222,0,456,1033,0,1033,504,224,0,350000
2186,6500,84,94,1127,1127,0,1127,480,0,0,320000
2187,9638,0,541,1029,1117,0,1117,542,292,0,210000
2188,7200,0,396,684,684,714,1398,440,0,0,245000
2189,47007,0,0,0,3820,0,3820,624,0,372,328000
2190,6012,0,0,0,1152,0,1152,0,0,0,985000
2191,6845,58,0,0,1152,0,1152,0,0,0,501000
2192,6931,0,0,784,784,0,784,0,112,0,315000
2193,12180,0,585,585,585,468,1053,0,42,0,403000
2194,8050,0,0,0,929,208,1137,0,0,0,550000
2195,9520,115,144,911,930,0,930,286,134,0,347500
2196,7692,0,416,416,1204,0,1204,312,0,0,365000
2197,5142,0,725,949,949,343,1292,205,0,0,588000
2198,7290,174,1228,1228,1424,0,1424,312,0,0,605000
2199,7804,0,0,960,960,960,1920,480,248,0,1300000
2200,8969,0,265,644,672,644,1316,369,0,0,233000
2201,15564,0,676,676,676,588,1264,400,424,0,360000
2202,7609,0,392,798,798,714,1512,180,85,16,459000
2203,9650,0,784,784,819,784,1603,599,0,217,740000
2204,11700,0,336,942,1265,673,1938,240,0,40,305000
2205,9260,0,884,884,932,442,1374,225,64,0,395000
2206,7801,88,591,1091,1091,0,1091,344,66,105,560000
2207,9670,40,398,608,983,890,1873,786,0,0,650000
2208,12392,0,397,832,1218,943,2161,506,0,96,449950
2209,26073,0,782,1898,1898,0,1898,484,0,51,517500
2210,1879,0,150,516,516,516,1032,462,213,0,435000
2211,7000,0,555,894,919,0,919,195,0,0,329999
2212,6000,0,720,720,760,330,1090,240,0,0,950000
2213,8155,0,780,780,780,420,1200,0,0,0,447000
2214,6000,0,367,624,1092,564,1656,288,0,180,699800
2215,7392,0,520,520,912,0,912,360,0,90,850000
2216,9000,162,821,1151,1151,804,1955,356,0,0,316500
2217,14584,0,0,0,733,0,733,487,0,0,942500
2218,5280,0,173,173,825,536,1361,185,0,123,1310000
2219,5150,0,356,356,671,378,1049,195,0,0,856600
2220,9000,0,592,592,432,432,864,216,0,30,405600
2221,3843,186,120,1596,1648,0,1648,525,162,53,565000
2222,3811,174,120,1594,1646,0,1646,482,128,53,400000
2223,23730,668,1140,1840,2032,0,2032,786,0,46,330000
2224,11050,0,910,910,910,910,1820,816,318,32,374950
2225,10260,0,0,0,936,936,1872,484,0,0,405300
2226,9990,0,297,1680,1689,0,1689,432,428,120,560000
2227,4084,340,384,1277,1501,0,1501,512,240,0,824000
2228,11563,258,482,1518,1537,0,1537,788,0,26,260000
2229,12852,0,150,920,920,860,1780,612,0,192,760000
2230,9802,0,352,352,712,730,1442,400,100,0,405000
2231,12018,60,796,796,796,816,1612,666,0,64,429900
2232,12890,128,1495,1495,1495,0,1495,438,252,0,341500
2233,18265,228,276,1256,1256,0,1256,578,282,0,465250
2234,11202,206,403,1432,1440,0,1440,467,185,95,450000
2235,7915,0,443,1666,1675,0,1675,435,165,52,390000
2236,11449,0,873,1884,1728,0,1728,520,0,276,420000
2237,11447,674,393,1964,1964,0,1964,892,0,265,269950
2238,8940,200,35,1344,1344,0,1344,784,0,0,493000
2239,9278,0,1092,1092,1092,0,1092,0,0,52,370000
2240,4500,197,325,1189,1189,0,1189,392,0,122,2250000
2241,14137,98,88,1200,1200,0,1200,850,0,119,305000
2242,4224,0,271,1040,1040,0,1040,499,0,100,400000
2243,2665,0,232,550,925,550,1475,336,92,26,320000
2244,1974,0,25,526,526,462,988,297,120,101,715000
2245,1596,0,25,462,526,462,988,297,0,101,650000
2246,17979,0,328,1113,1160,0,1160,257,81,0,218000
2247,1477,0,188,546,546,546,1092,0,187,0,500000
2248,6490,0,282,816,816,0,816,264,315,0,460000
2249,6600,0,207,845,845,0,845,264,0,0,232500
2250,12395,0,217,864,889,0,889,484,0,0,408200
2251,56600,0,686,686,1150,686,1836,288,0,0,522000
2252,10667,302,749,1587,1587,0,1587,525,0,44,675000
2253,8872,0,384,384,754,630,1384,390,0,0,1355000
2254,10147,32,206,392,924,770,1694,398,256,64,249950
2255,8637,0,52,923,947,767,1714,451,256,48,210000
2256,7875,0,277,691,691,862,1553,420,0,44,429950
2257,7500,0,938,938,957,1342,2299,482,188,30,737500
2258,9556,52,1168,1168,1187,0,1187,420,0,21,710000
2259,7655,0,903,903,910,732,1642,392,290,84,470000
2260,18160,138,752,1302,1128,0,1128,480,0,108,1100000
2261,4740,0,918,1166,1179,0,1179,480,0,108,650000
2262,5118,0,386,1312,1321,0,1321,484,0,64,1216000
2263,12328,146,163,1149,1164,1377,2541,729,120,32,422120
2264,51974,710,1559,2660,2338,0,2338,1110,0,135,625000
2265,41600,0,53,1100,1424,0,1424,828,144,0,385200
2266,8035,165,815,1612,1612,0,1612,556,0,164,500000
2267,14082,945,662,2220,2234,0,2234,724,390,80,308000
2268,13870,250,590,1742,2042,0,2042,724,240,52,565000
2269,10960,0,1028,1284,1284,0,1284,480,0,0,581000
2270,12090,306,404,725,725,754,1479,484,167,72,361000
2271,12299,67,201,1529,1664,0,1664,663,0,0,345000
2272,11339,549,22,780,1085,845,1930,481,192,72,419000
2273,11850,98,372,1153,1177,0,1177,495,204,103,347000
2274,10400,253,356,1259,1353,0,1353,478,240,141,625000
2275,13001,176,1012,1625,1220,0,1220,944,0,0,2400000
2276,8991,130,0,1228,1324,0,1324,585,407,36,379000
2277,8000,0,0,1084,1084,793,1877,488,0,96,310000
2278,9457,0,359,925,1422,0,1422,576,252,0,250000
2279,7920,32,214,914,914,0,914,368,120,0,682000
2280,17199,0,600,914,914,0,914,270,140,0,246500
2281,4113,0,1337,1337,1337,0,1337,511,136,68,325000
2282,10943,0,475,1405,1337,0,1337,522,0,68,310950
2283,2205,567,213,525,525,567,1092,264,144,0,1100000
2284,2058,265,672,672,672,546,1218,264,0,28,287500
2285,2304,0,423,1061,1055,0,1055,319,108,32,431000
2286,7150,52,263,988,988,0,988,360,0,0,226000
2287,12469,378,639,1790,1816,0,1816,730,186,36,825000
2288,11825,302,1694,1694,1694,0,1694,856,0,112,175000
2289,14333,0,590,2108,2122,0,2122,938,130,142,465750
2290,13641,456,630,1934,1943,713,2656,1040,268,58,659000
2291,13440,190,1108,1108,1148,1402,2550,670,120,39,595000
2292,15431,400,564,1994,2046,0,2046,878,188,65,350000
2293,13891,456,740,2552,2552,0,2552,932,130,28,270000
2294,13654,365,1704,1704,1722,1036,2758,814,282,55,662500
2295,17169,970,636,2320,2290,0,2290,1174,192,30,249900
2296,16659,0,1582,1582,1582,570,2152,728,0,368,324500
2297,9709,120,140,918,958,1142,2100,786,172,104,430000
2298,13615,510,1802,1802,1802,0,1802,843,158,105,419950
2299,13069,502,1706,1706,1718,1238,2956,916,194,50,285000
2300,14277,280,379,1317,1217,1168,2385,818,192,228,332000
2301,12568,246,226,895,895,923,1818,774,196,104,282000
2302,9926,210,436,1614,1614,0,1614,878,100,38,320000
2303,9254,210,1602,1721,1721,0,1721,554,168,27,428750
2304,10732,0,1298,1298,1298,530,1828,876,0,40,330000
2305,3901,182,436,1302,1302,0,1302,631,110,50,456500
2306,3903,182,272,1302,1302,0,1302,631,110,50,352000
2307,6289,256,600,1362,1362,0,1362,460,192,28,664000
2308,4590,108,1530,1554,1554,0,1554,627,156,73,628000
2309,7841,394,729,1577,1577,0,1577,564,203,39,512000
2310,6240,176,1300,1324,1324,0,1324,550,0,38,254000
2311,3242,235,405,1405,1405,0,1405,478,136,36,535800
2312,15810,,768,768,768,728,1496,572,100,0,287653
2313,10237,0,768,768,768,768,1536,400,100,38,438000
2314,13204,44,608,608,608,850,1458,454,100,33,450000
2315,8857,0,738,738,738,757,1495,440,100,30,327000
2316,9729,0,698,698,698,1048,1746,350,0,34,370500
2317,12216,0,408,1326,1326,0,1326,388,120,23,265000
2318,8229,22,752,752,752,752,1504,440,100,32,450000
2319,7713,16,728,728,728,728,1456,400,100,24,425000
2320,7697,0,1246,1246,1258,0,1258,462,0,0,166600
2321,3621,72,322,1406,1589,0,1589,630,143,20,245000
2322,3710,16,1266,1266,1266,0,1266,388,100,16,565000
2323,16219,0,56,835,1119,0,1119,437,100,24,539900
2324,11084,0,192,384,744,630,1374,400,100,0,910000
2325,10936,0,1510,1510,1525,0,1525,534,100,18,280000
2326,11950,,384,384,754,640,1394,400,100,0,275000
2327,7875,16,847,847,847,1101,1948,434,0,48,467000
2328,8740,0,280,854,864,1131,1995,435,264,48,457500
2329,9487,0,395,915,940,750,1690,442,0,50,381156
2330,9649,0,941,941,961,683,1644,460,460,42,289999
2331,12191,515,598,1779,1779,772,2551,925,76,61,642450
2332,10557,422,736,1408,1671,1407,3078,806,108,87,469950
2333,11002,0,341,1389,1411,1171,2582,758,286,60,795000
2334,10790,275,1066,1066,1108,1277,2385,600,120,38,785000
2335,11762,309,770,1105,1105,1097,2202,517,0,65,860000
2336,9044,526,100,1325,1335,1203,2538,933,198,92,1095000
2337,9910,0,1369,1369,1369,0,1369,605,0,203,147500
2338,11830,164,322,1542,1542,0,1542,852,168,110,390000
2339,10612,248,1496,1524,1534,0,1534,484,168,46,229000
2340,12291,754,394,1966,1966,0,1966,1092,76,52,185000
2341,9965,,1528,1528,1528,0,1528,480,0,228,414900
2342,8847,148,769,1538,1538,0,1538,484,146,40,200000
2343,8251,143,716,1494,1506,0,1506,672,192,35,225000
2344,9605,0,982,982,982,995,1977,574,240,53,720000
2345,8778,0,1302,1302,1302,528,1830,859,0,40,930000
2346,8640,0,1314,1338,1338,0,1338,598,0,141,1270000
2347,9000,0,1335,1335,1335,0,1335,575,0,210,700000
2348,8640,0,546,896,896,896,1792,590,184,96,466000
2349,10411,0,725,725,725,863,1588,561,0,0,374000
2350,12217,,210,955,955,925,1880,880,168,127,480000
2351,10440,0,1574,1574,1584,0,1584,594,0,256,740000
2352,11824,298,1685,1685,1685,0,1685,658,112,63,1010000
2353,10625,353,1158,1158,1158,1285,2443,744,193,127,395000
2354,7500,0,1100,1100,1100,0,1100,0,0,136,340000
2355,7500,0,1143,1143,1143,0,1143,0,0,55,209000
2356,12450,126,365,1094,1094,0,1094,576,0,0,431650
2357,7441,170,1461,1461,1486,0,1486,566,0,32,980000
2358,11613,0,384,864,920,900,1820,492,144,85,660000
2359,8012,0,630,630,630,636,1266,283,340,0,730000
2360,6285,0,405,894,894,0,894,308,192,0,291500
2361,7476,0,228,1040,1040,0,1040,686,188,0,905000
2362,19522,272,496,1223,1271,1232,2503,564,0,99,800000
2363,10751,44,250,1037,1037,0,1037,431,136,47,839900
2364,12712,0,76,1044,1055,0,1055,542,455,0,200000
2365,4379,0,527,1378,1378,0,1378,540,160,56,300000
2366,3523,30,1081,1141,1151,0,1151,484,0,60,530000
2367,3784,36,1451,1511,1565,0,1565,476,0,120,314950
2368,3606,0,415,1352,1352,0,1352,466,0,241,255000
2369,5330,,1550,1550,1550,0,1550,528,0,102,550000
2370,2280,342,179,744,757,744,1501,440,0,0,435000
2371,2117,216,339,756,769,804,1573,440,0,32,234000
2372,7321,0,1339,1339,1358,0,1358,625,176,174,615000
2373,8010,0,90,1054,1072,976,2048,552,0,48,205000
2374,8413,0,319,1220,1220,1142,2362,1105,147,0,384000
2375,9466,0,0,1494,1494,0,1494,478,0,30,324000
2376,12000,600,270,2002,2362,0,2362,546,180,16,645000
2377,17778,0,0,2461,2497,0,2497,676,266,0,570000
2378,11700,41,912,912,1152,0,1152,412,0,126,324000
2379,8000,525,93,1008,1403,1008,2411,570,0,192,270000
2380,8723,0,0,973,1082,0,1082,480,160,0,290000
2381,11700,196,385,1295,1295,0,1295,528,0,194,250000
2382,11358,0,778,1124,1610,0,1610,515,202,0,342000
2383,9547,112,1594,1594,1594,0,1594,472,190,80,255000
2384,10530,194,329,1148,1091,984,2075,473,235,86,800000
2385,10738,0,301,1093,1093,0,1093,484,224,0,451000
2386,10800,203,171,1052,1052,0,1052,311,0,133,990000
2387,8050,0,437,949,1107,0,1107,308,88,64,288400
2388,10899,0,0,0,1224,0,1224,530,0,0,420000
2389,7450,0,250,894,1074,0,1074,396,0,72,359000
2390,14357,0,386,864,1187,0,1187,440,128,0,390000
2391,8243,56,264,964,964,0,964,784,170,0,300000
2392,8680,0,894,894,894,0,894,312,0,0,545000
2393,8800,202,520,1174,1200,0,1200,440,0,0,288349
2394,9200,98,548,1042,1042,0,1042,440,192,0,299900
2395,8800,306,431,845,845,1309,2154,539,0,0,891000
2396,11382,212,533,1130,1374,0,1374,286,0,28,1200000
2397,22002,136,206,1592,1652,0,1652,510,0,0,378000
2398,12172,0,433,822,908,0,908,512,284,24,299995
2399,5000,0,367,666,666,0,666,0,0,52,253000
2400,3500,0,226,370,442,228,670,0,0,21,350000
2401,5175,0,254,808,808,0,808,308,143,0,565000
2402,9600,176,710,1078,1150,0,1150,288,0,0,315000
2403,8668,0,1560,1560,1560,0,1560,792,0,0,570000
2404,10050,87,191,793,1280,0,1280,432,140,40,971000
2405,9600,291,618,1218,1254,0,1254,525,0,0,915000
2406,8760,0,63,936,936,0,936,315,0,0,419000
2407,6860,54,100,1008,1008,0,1008,308,0,0,260000
2408,8250,0,765,1053,1053,0,1053,692,240,0,1321500
